What are the macromolecular complexes of DNA and histones that represent the smallest units of chromatin?,Nucleosomes
How many histone molecules form the core octamer of a nucleosome?,Eight
The visual appearance of extracted chromatin in transmission electron microscopy is often described as _____.,Beads on a string
Six nucleosomes coiled together produce a structure known as the _____.,30-nm chromatin fibril
What point joins the two sister chromatids of a metaphase chromosome?,Centromere
How many pairs of homologous chromosomes are found in a typical human somatic cell?,23 pairs (Total of 46).
What is the nonmembranous region of the nucleus where rRNA is synthesized?,The nucleolus
Which nucleolar region represents the site of initial ribosomal assembly?,Granular material (pars granulosa).
Which nucleolar region contains ribosomal genes actively undergoing transcription?,Fibrillar material (pars fibrosa).
What is the name of the network formed by the granular and fibrillar materials of the nucleolus?,Nucleolonema
Which newly identified nucleolar protein regulates the cell cycle and influences differentiation?,Nucleostemin
What separates the nucleoplasm from the cytoplasm?,The nuclear envelope
The space located between the inner and outer nuclear membranes is the _____.,Perinuclear cisternal space
With which organelle is the outer nuclear membrane continuous?,Rough-surfaced endoplasmic reticulum (rER).
What meshwork of intermediate filaments supports the inner nuclear membrane?,Nuclear lamina
Which specialized intermediate filaments primarily compose the nuclear lamina?,Lamin A and Lamin C.
What mediates the active transport of proteins and RNA between the nucleus and cytoplasm?,Nuclear pore complexes (NPCs).
Which signal sequence must be attached to a large molecule to allow its passage through nuclear pores?,Nuclear localization signal (NLS).
Which soluble cytosolic receptor directs NLS-tagged proteins to the nuclear pore complex?,Importin (nuclear import receptor).
What is the effective diffusion size limit for substances crossing the nuclear pore without active transport?,9 nm
"The amorphous material enclosed by the nuclear envelope, excluding chromatin and nucleoli, is called _____.",Nucleoplasm
During which phase of the cell cycle does the DNA content double from 2d to 4d?,S phase (synthesis phase).
What specialized protein complex on the chromosome serves as the attachment point for spindle microtubules?,Kinetochore
Condensed bodies of chromatin irregular in shape found throughout the nucleus are called _____.,Karyosomes
"The condensed, inactive X chromosome visible in the nuclei of female cells is known as the _____.",Barr body
"Which embryonic germ layer gives rise to epidermis, the enamel of teeth, and the neuroectoderm?",Ectoderm
Almost all connective tissues of the body are derivatives of which germ layer?,Mesoderm
The primitive embryonic connective tissue is called _____.,Mesenchyme
Fingerlike cytoplasmic projections on the apical surface of epithelial cells that increase surface area are _____.,Microvilli
The terminal web at the base of microvilli is primarily composed of which cytoskeletal element?,Actin filaments
"Which type of cilia mediates light, odorant, and sound perception and lacks motor proteins?",Primary cilia (monocilia).
Which specialized embryonic cilia are capable of rotational movement to pattern the cranial-caudal axis?,Nodal cilia
The cytoplasm of a muscle cell is specifically termed the _____.,Sarcoplasm
Eosinophilic intracytoplasmic inclusions in hepatocytes during alcoholic liver cirrhosis are called _____.,Mallory bodies
Which organelle is the site of fatty acid degradation and the breakdown of H_{2}O_{2}?,Peroxisomes
A single rod-shaped centriole consists of how many triplets of microtubules?,Nine
Which lamin receptor binds both lamin A and lamin B?,Emerin
Nuclear chromatin found at the periphery of the nucleus is specifically called _____.,Marginal chromatin
What is the primary role of centrioles during mitosis?,To position the mitotic spindle properly by recruiting the MTOC.
The term for the equal partitioning of replicated chromosomes into two identical daughter nuclei is _____.,Mitosis
